classification,sample,redir_no,redir_time,node_depth,requests_no,port_80,domain_is_ip,domain_len_avg,domain_entropy_avg,uri_len_avg,uri_entropy_avg,uri_ch_slash_total,uri_ch_slash_avg,uri_ch_amp_total,uri_ch_amp_avg,uri_ch_dash_total,uri_ch_dash_avg,uri_ch_plus_total,uri_ch_plus_avg,response_len_total,response_len_avg,bytes_shockwave_total,bytes_shockwave_avg,bytes_x-dosexec_total,bytes_x-dosexec_avg,bytes_java_total,bytes_java_avg,bytes_silverlight_total,bytes_silverlight_avg,bytes_javascript_total,bytes_javascript_avg,bytes_xml_total,bytes_xml_avg,bytes_zip_total,bytes_zip_avg,bytes_image_total,bytes_image_avg,bytes_html_total,bytes_html_avg,redir_referrer,redir_location,redir_html,redir_js,redir_iframe,redir_subdomain,redir_concat,redir_base64,redir_unknown,tld
1,2014-01-02-Fiesta-EK-traffic,0,0.0,0,1,1,0,22.0,3.4474015047059146,38.0,4.451489026430681,2,2.0,1,1.0,0,0.0,0,0.0,157491,157491.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,157491,1.0,0,0,0,0,0,0,0,0,0,com
1,2014-01-02-Fiesta-EK-traffic,1,0.68,1,1,1,0,14.0,3.52164063634332,28.0,4.012188403968661,1,1.0,0,0.0,0,0.0,0,0.0,124,124.0,0,0.0,0,0.0,0,0.0,0,0.0,124,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,com
1,2014-01-02-Fiesta-EK-traffic,2,0.581,2,8,1,0,15.0,3.373557262275185,68.625,3.776158477994586,16,2.0,0,0.0,0,0.0,0,0.0,763759,95469.875,0,0.0,729344,0.9549399745207584,7474,0.009785809397990728,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26941,0.03527421608125076,0,0,0,1,1,0,0,0,0,in.ua
1,2014-01-02-Neutrino-EK-traffic,0,0.0,0,1,1,0,15.0,3.640223928941851,63.0,4.381986376452011,2,2.0,0,0.0,5,5.0,0,0.0,663,663.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,663,1.0,0,0,0,0,0,0,0,0,0,com
1,2014-01-02-Neutrino-EK-traffic,1,0.48700000000000004,1,2,1,0,53.0,4.456522756728215,118.5,4.371612924178907,2,1.0,0,0.0,0,0.0,0,0.0,1562,781.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1562,1.0,0,1,1,0,0,0,0,0,0,com
1,2014-01-02-Neutrino-EK-traffic,2,0.725,2,2,1,0,86.0,4.648543430613474,11.5,3.1812879687701363,2,1.0,0,0.0,0,0.0,0,0.0,2217,1108.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2217,1.0,1,0,0,0,0,0,0,1,0,com
1,2014-01-02-Neutrino-EK-traffic,3,1.192,3,16,1,0,21.0,3.4632805178108104,53.75,4.3180176414547935,18,1.125,35,2.1875,1,0.0625,0,0.0,397130,24820.625,0,0.0,0,0.0,19899,0.050107017853095966,0,0.0,0,0.0,0,0.0,267965,0.6747538589378793,0,0.0,109266,0.2751391232090247,1,0,0,0,0,0,0,1,0,com
1,2014-01-02-Neutrino-EK-traffic,4,21.526,3,3,1,0,42.0,4.347691161328112,30.0,3.9062054322884254,3,1.0,6,2.0,0,0.0,0,0.0,742,247.33333333333331,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,742,1.0,1,0,0,0,0,0,0,1,0,com
1,2014-01-07-Neutrino-EK-traffic,0,0.0,0,1,1,0,20.0,3.446439344671015,55.0,4.326573014100207,2,2.0,0,0.0,5,5.0,0,0.0,463,463.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,463,1.0,0,0,0,0,0,0,0,0,0,com
1,2014-01-07-Neutrino-EK-traffic,1,0.248,1,2,1,0,55.0,4.2604735227656665,114.5,4.32725982891504,2,1.0,0,0.0,0,0.0,0,0.0,1566,783.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1566,1.0,0,1,1,0,0,0,0,0,0,com
1,2014-01-07-Neutrino-EK-traffic,2,0.506,2,2,1,0,88.0,4.630910420676108,11.5,3.1812879687701363,2,1.0,0,0.0,0,0.0,0,0.0,2209,1104.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2209,1.0,1,0,0,0,0,0,0,1,0,com
1,2014-01-07-Neutrino-EK-traffic,3,0.799,3,16,1,0,21.0,3.84423289876319,21.125,3.4967619937047614,18,1.125,3,0.1875,1,0.0625,0,0.0,364504,22781.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20008,0.054891030002414236,0,0.0,108676,0.2981476197792068,1,0,0,0,0,0,0,1,0,com
